Ticker,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31,2022-12-31,2023-12-31,2024-12-31
MHK,9205200424.472351,9604566838.052765,11708347711.447235,12344489111.366821,17056513398.472351,7230626442.920853,8431197651.422119,8713720785.236176,11262615276.366821,6319379699.10553,6398510967.0,7364778685.262558
MKC,6996453633.115799,7703652509.449718,9051070808.133415,10051611088.664116,11191210934.368912,15557117503.648888,19236848501.981583,21985264218.781906,22571932536.672043,19716213675.971603,16624761373.47641,18947094463.4162
MLM,5464493758.802765,6109530166.766029,7642557876.10778,12508657192.433395,12580101685.160706,9869642712.021698,16203825176.367096,16620634255.462006,25946091870.10785,20047685935.28943,29794371496.533325,31011026880.97229
MMC,19167944347.944633,23180724471.7799,22936511566.559772,28562722770.549362,35053663512.0165,35003806141.551895,49822635886.02357,53238884289.984,80298638518.6522,77528207334.75,90047135529.90062,102424927634.73386
MMM,42612203121.13934,51136182235.87793,48113246975.66583,58561859075.85516,79002160510.9867,65651495705.834656,62834501747.83832,64571994952.35681,67704095760.26697,47645847398.06305,46060144358.47449,67305117670.55127
MNST,11035454709.260803,17643373922.623962,24256181149.158447,21660560433.260803,30917836827.56482,24044492722.086426,31044848765.695984,45177462667.73767,46916559239.56482,49598481433.913574,56286192850.086426,51352236454.69446
MO,30826065119.096924,41455542688.332275,51036455680.01477,61466764540.65454,67272424335.06445,49013163508.89624,52870517566.64319,47471644771.00122,58952586579.67456,61530339717.5354,59255413948.19751,83406284007.14136
MOH,1786150000.0,2751441937.2558594,3090682054.901123,2788963913.7268066,3941352015.686035,5973708062.744141,6974466125.488281,10931751623.535156,16349311309.814453,16973308062.74414,18571333874.51172,14959969372.558594
MOS,11905070508.810741,11741064411.5988,7284813117.645632,8065203943.52915,7227721376.0365715,8255267989.505575,6168369075.185686,6637299547.155081,11425819050.118217,12887977401.724258,10771409888.427734,7632462914.506054
MPC,9643381971.989948,9687341002.26516,11369877329.54026,11452255646.377117,15435423113.02732,14164568522.472298,15021523644.08989,10907884949.953491,17561821228.323223,32774369133.751213,42757478096.387436,41023138113.13965
MPWR,1490971966.9876099,2161080413.2232666,2809060307.9681396,3653683247.4746704,5050383630.386353,5276937482.528687,8168725378.234863,16949343966.61377,22964339164.855957,16585020939.331055,29815893976.135254,28160760343.13965
MRK,82415600725.25732,96370160411.75879,92623247896.68475,106566919193.91772,104982800577.82062,146927536594.3055,179650412862.9095,166706939535.71576,169632413028.04547,253467121197.07703,256026820555.302,239999376660.68762
MS,36572487268.03214,45744094082.34727,38086630804.3519,51825698224.46185,65614925673.35202,50681335984.495125,67240938775.27913,92851981963.45215,136170858206.5932,122092850617.39255,139099607314.3432,194365500814.18292
MSCI,2897272665.7865295,3156531936.219063,4861366282.081329,5377840545.022247,8745811929.093704,10315566282.935486,18278564230.91565,31875062437.1196,44031705647.85095,33756600704.19937,41487683748.74194,44519319246.79486
MSFT,230690235352.87228,294279076697.87164,361056527816.85754,415495779526.30273,584729632871.66,706326000957.2709,1112873690436.0095,1586224036202.402,2418626064018.668,1740811843654.0752,2753812278896.525,3109806565481.293
MSI,9252919125.092766,9383241625.416122,9786970904.988136,12126140878.749405,13513327025.002472,17518486010.378494,24909731282.914062,26741632946.70752,43295541720.55316,41644803180.49982,51239185338.69702,76408182897.79468
MTB,12968963542.05072,14320115537.34996,14135860609.182404,18682115099.74331,20802517173.44571,17768694316.717552,21615746744.974533,16826200892.51661,20911798129.009354,20296183720.928802,19954982964.09236,28268015904.735962
MTCH,4303278920.3468,3810579748.7838135,2974502707.313796,3753800484.5185833,6873186650.579887,9864760149.215366,18938402757.09565,34871478124.57759,30503034145.8983,9569532829.838173,8418605107.514248,7544454066.493303
MTD,4955736397.7388,6178787300.140533,6927898652.598267,8550529889.325867,12655830645.393066,11553920272.218933,16205477448.0896,23281891294.830933,34671360340.46387,29528294827.767334,24778885849.213867,24997880674.830933
MU,23829931999.885254,38357972244.705795,15514109511.968107,24016186840.06259,45052266264.211006,34764309523.86684,58922924143.02109,82369397725.78296,102309466637.07664,55318999925.245804,95110610124.56647,94196200061.24863
NCLH,16147983690.56424,21287839421.50542,26678088160.7322,19362100451.43576,24242461289.25,19298364680.84288,26591589863.02322,11577198084.20356,9442040217.65983,5572351561.15983,9123360496.36068,11713774983.56966
NDAQ,6269694045.150164,7662227279.792559,9455445555.404034,11108978575.504898,12970795196.564621,14035208191.845749,18790028552.113976,23674206352.472397,37908835152.35374,33666537124.809002,32433609642.55108,43736646159.93844
NDSN,3680233281.8905716,3902998907.5009995,3252328837.15287,5749650369.735985,7579831141.662064,6242332899.631805,8606897830.546463,10711663695.537155,13720395811.236969,12907216187.265549,14506016403.379547,11583672786.146103
NEE,32492092260.43872,41564184226.87747,41876241214.955315,49593962396.581924,66652272699.59001,76186036929.96236,108706689759.45465,141388608511.39993,174463098044.76755,159556896134.54407,119200144721.70534,144785925936.81848
NEM,19493010948.32083,16151389602.29177,15450301092.89199,29370553193.493256,32573432355.53945,30571144786.515667,39900401732.02066,55974068028.40993,60118331355.35534,47632619216.17311,43459536562.37885,40055725540.10733
NFLX,22286503276.348495,20678744538.089123,48466503199.104385,52458063434.12317,81339655213.88031,113416199686.60474,137107064717.42485,229124792851.90363,255273305096.6416,124950194335.33612,206306797614.10437,377681119975.6729
NI,4201729040.4889975,5570412383.268222,6710953252.636031,7831350815.7801075,9341378943.57487,9521166289.568552,10762184947.21918,9161307272.464771,11429177370.790972,11734047007.76067,11790444474.18557,16917515924.383183
NKE,40494226598.067566,50113532678.07077,65842920194.475235,54188296486.65683,67572711292.95705,80998162100.88802,111853696567.54626,157681795814.50754,187166505520.00067,132811211334.72284,124824348704.00394,88491140913.1962
NOC,13433376042.632584,17649995517.24369,23028391093.89174,28831740156.167206,38601326832.34784,31285534003.414337,44640857831.6709,40212859737.32019,51992766224.43387,74359480728.40436,64848060228.10745,66100754605.247894
NOW,11621038858.81918,14077619933.358345,17959598739.373352,15424174470.560028,27053513571.093338,36942082954.53331,58576180575.879944,114204044378.37006,134678317969.49011,80558842443.43008,146583607854.2434,219955294187.7467
NRG,4227617142.422638,4039079563.9825134,1816621425.7554474,1933938278.0084991,4519500181.262512,6308747760.114319,6352182146.508484,6216184136.448914,7368748849.336365,5639533698.180206,9551641481.086365,17057413267.430908
NSC,15977800420.825035,19293239712.50496,15366157207.209663,20203055611.688118,27647981080.801758,29091329779.676193,38513561306.994644,48051399739.266174,61150242416.085754,51617204246.83049,50773631634.884995,51561213732.490265
NTAP,6135630255.117245,6284558574.169098,4104739871.2680817,5605430468.522884,8965582048.391487,9832438352.628502,10563172590.127487,11718426381.807152,16695161810.879425,11199564326.189484,16928015914.940323,22711228843.301468
NTRS,8628497996.26276,9587162121.489899,10458111004.608753,13188987196.020882,15058991375.843513,12848255041.753853,16777995424.933983,15218948725.712883,20036219957.36856,15264166233.854141,15107957410.936844,18979758668.525208
NUE,9160096112.533623,8665026355.701092,7371776406.124832,11218732760.407745,12295810872.092205,10284099398.63081,11501932953.943935,11299185644.553429,24682673170.048615,28974438272.49215,38754114308.36191,26371342139.561287
NVDA,9178945326.060057,11693588769.882917,19541807206.571102,63893949667.21535,116279243924.61777,80447508852.48184,142346292450.428,316429577784.53827,713492038908.0048,354857807335.8536,1203028982715.6067,3263207709732.0557
NVR,2803813464.036865,3485138807.4591064,4489883605.0,4560934715.0,9587035501.639404,6659647840.963135,10407375061.168213,11149176510.655518,16147376179.692383,12604959019.794922,19130375264.487305,22350766024.631348
NWS,2931681909.716831,2479515798.151882,2312949993.493862,1986339964.5878868,2837129314.9797935,2001146628.5149727,2550344738.3274765,3174282102.873825,4054453087.775276,3357094202.1486664,4734211464.996574,5642217682.591278
NWSA,5887075268.570171,5125871162.4817505,4398371780.58185,3836182430.5243263,5511727494.017277,3913702018.9531584,4947860393.589366,6392433973.4953575,8003385825.117956,6597523257.299942,8999597027.07144,10172509508.254145
NXPI,10318172319.979908,17163259213.596275,18926762385.513023,22017940941.923508,26304262175.523094,16558287717.750488,29097157175.018555,36837936713.68063,53351489386.376816,37765149151.502075,56040542168.875885,51575121384.78096
O,19128619309.448746,25699063711.58804,29136798479.907387,33735953579.15371,34976975741.03336,40555076501.45599,49182502188.10301,43480145510.19653,53897149072.722244,49924244288.87718,47654827109.40834,46653013994.01747
ODFL,3559909219.5063324,5212965730.467501,3966123840.614479,5760177663.043747,8867630257.794521,8354552442.532982,12895778350.416298,19964295309.316032,36763969848.29242,29234636123.878006,41938779724.04349,36694032137.98236
OKE,16706593025.995756,15815639316.098677,8316353066.290011,20759689504.54244,20320575918.85662,21594612360.271385,31908528506.2791,18045029064.80177,29714866438.202557,35318470325.842224,39983750032.47963,60016113779.73551
OMC,9786421292.47911,10462854684.554459,10501014258.890015,12119851840.620422,10674404562.423904,11094548579.936554,12689322109.079315,10204653466.361984,12437066231.338928,14391862663.742157,15768817058.04544,16161533444.401154
ON,3315598022.7828903,4076093359.608555,3943308514.3475914,5134348629.21711,8425804162.173256,6643267674.21711,9809985346.870598,13169845240.56578,27329541006.263123,25096341126.65349,33610668263.175415,25369958569.609634
ORCL,91354198427.71635,108688425549.56093,89525538684.5936,95690786589.55049,119553048639.14401,116002814399.10455,138441605005.40173,172014857861.84973,235470244865.87323,224530410893.50745,294003690761.75543,470377560851.4165
ORLY,7242975740.234615,10839422060.629356,14260857270.602669,15667134996.99482,13536052626.83171,19376691117.59749,24662470207.54113,25467745910.589325,39742109477.7843,47496610642.69011,53464429535.531555,66729238889.97174
OXY,62982022881.78026,57358234838.735664,50099824447.082954,55094183347.87958,59769246334.78242,51970011999.52059,37271260419.82436,16163494055.286266,27107949862.65904,59393076376.47899,56971147078.34342,47907041211.30782
PANW,6676098031.997681,14238548297.88208,20461596595.76416,14526642021.1792,16837197393.417358,21879991489.4104,26863542552.947998,41284471595.76416,64676954467.77344,48629687660.217285,102765681701.66016,126826124679.56543
PAYC,,1416973218.7147179,2025093275.1153488,2448086361.0764236,4323032736.606606,6589759508.249634,14248304921.671509,24338250635.390533,22343833857.574585,16699618072.750763,11178114141.730545,11174070076.99118
PAYX,11323645728.708296,11885501875.955475,14072633377.64053,16743099429.428394,19322930213.83431,19114417478.29698,25713921959.226234,29122235255.28521,43731111510.06611,37976910154.80373,40335950473.41395,48929974500.07858
PCAR,13507634669.204813,15977625226.119102,11647095462.62334,16117239820.994799,18505744203.557404,15670987214.371786,22730275023.64186,25398939219.677002,26827770196.17721,31387658136.14835,48654983588.087135,53915053181.589615
PCG,77235535194.7341,106094747018.54811,109775205642.55237,129427565347.4102,97706795622.89572,51763023264.587166,23691115692.532253,27156513312.359978,26459078950.31023,35438601646.09351,39318239194.87309,44136074374.31316
PEG,10558118442.462738,14188515175.039536,13785657373.856659,16237670546.213226,19773201099.074738,20697747199.86972,24234951475.360413,24808430922.472412,29359263710.002228,27864414236.435944,28874316383.076538,41182823090.918945
PEP,80030394807.58914,93848268480.51256,102058599694.7938,110015058310.73982,129617619847.97316,123379318316.93864,157155536111.1775,175498279915.9178,211574540054.04825,225926583122.01416,218492756134.27307,201883817380.31802
PFE,100354091702.19043,105649197495.98132,113137553092.24554,118143768880.01355,136930685379.27692,170915402472.05182,159108749127.0622,163992550770.60608,273367528155.81836,244915479245.51025,143853298498.9391,140663980594.6903
PFG,7129870753.910683,7702996094.68095,6871752445.701839,9148243405.429516,11482988298.212803,7468317640.502209,9687391894.610939,9184935589.24538,13901471019.841587,16695359316.70745,16222217704.542183,16525823694.01213
PG,135632868856.86577,156552750859.92276,140945126083.911,154137984758.24963,173706256305.59787,179906697625.4408,251330479623.8253,286900148852.6383,345777947241.2188,328323150925.0443,325507240096.9151,381669641144.223
PGR,11462822100.448608,12071873476.600647,14609459873.771667,16786304163.360596,27124484755.706787,29672802153.396606,37131086825.56152,52534214673.6145,58228448554.992676,73837755647.27783,90936994393.9209,137672089608.76465
PH,13291483030.56823,13554948981.86625,10427981120.083626,15388922928.355385,22300732167.65822,16949565848.590347,23856862781.235672,32155170903.63881,38040610889.87924,35411404268.921265,56945533370.6835,79483549135.92572
PHM,3424424766.005623,3649357595.875704,3081631445.8671103,3240042861.279543,5943277636.096462,4709318121.887257,7126467632.935215,8021019390.933369,10750515196.787903,8683755658.874863,19865127688.344116,21101514146.090187
PKG,4033091324.2836304,5086295368.564205,4244293254.161518,5903195657.859657,8589667922.825111,6111740603.501221,8455626998.146408,10755140623.368584,10921829400.597435,10635819686.54145,14028672199.570572,19878381505.079575
PLD,24203431760.11467,29111365157.55081,30156475179.714203,38406696648.79227,48369474128.96347,45347148466.02249,70680611859.91669,81099219595.01648,139758369713.43994,95977575242.49268,116690483034.11102,95542601124.50409
PM,75718945713.05708,74115663144.73108,84031759094.68164,91225821508.94058,109332720585.17627,72929199959.44382,98469942153.23364,102103932129.48914,123317410520.63129,138495529039.2182,135927535900.36116,182598789274.1381
PNC,21064839126.208294,25341393874.11393,27065464505.55497,34051528913.014748,42889123227.51257,35607776120.433174,50173324637.28251,48780418940.437614,67407068726.99597,54873646096.95772,56362700505.81842,72928409112.89006
PNR,6964760941.02829,6048021455.665588,4607717096.379242,5344874625.273285,6877229414.792328,5579471225.923767,6900726591.93573,8135143967.05368,11327593267.566528,7093743532.769318,11645087629.517517,16303301714.570312
PNW,3947795662.777714,5311114892.59827,5204143972.721737,6523850428.980892,7350731630.830936,7613652459.887314,8303665710.738541,7665881860.989029,7069855689.543591,7989303998.795906,7895133829.752365,9746966347.550774
PODD,2609869808.459152,3240178218.486763,2659816309.986763,2650671138.1081696,4853935962.0,5579915927.89183,12043388722.918304,17982777879.230713,18717199666.09607,20709424332.69214,15263869627.485626,18365465176.09607
POOL,1875836434.981186,2076767436.061142,2681481144.238861,3509133463.1783752,4413823996.787964,5118677948.895264,7396654182.748169,13088720459.510132,20022675302.308105,10805594684.564697,14426714467.618042,12494930627.451904
PPG,17273749493.408203,21334334536.743164,18479603311.157227,17999512426.757812,22541859301.757812,20062726547.24121,26644551873.779297,29329425146.484375,35569961206.05469,26425894042.96875,32026299792.48047,26114493502.807617
PPL,12243192164.497145,15446372797.82914,16337637108.792841,17010376364.835234,16126704324.744482,15641021917.475954,20868476075.594986,17347886032.786804,19582233078.852898,19650923306.538956,18910241621.279686,23447287315.37603
PRU,19532475544.234863,19657964312.04103,18210800237.108047,24129539840.746445,27423734124.896164,20166784490.51841,24221222326.950027,21461163554.555466,31186445615.85672,29982073807.69034,33006202274.34677,39428669623.21948
PSA,16852016882.59056,21374577674.852432,29582037127.74359,27547508460.634796,26750599659.501495,26916970382.309723,29329458311.860016,33051782353.0618,55072591411.545715,43949447558.496704,49927993137.11127,50972733807.04834
PSKY,54309842450.77923,47583380834.45303,40990501486.42385,56010138359.66501,52552718071.101524,39485595604.26275,38561479882.30144,35638319169.47952,29519655647.479202,17179537792.05551,15387804706.054039,11085176913.875084
PSX,20276760502.73512,19310974170.58136,22622565248.058815,24654247239.166946,29818079119.601326,26155592032.922974,35041931715.06924,23179654315.965557,25152144046.980057,37622588834.14398,50064684784.7374,44244246263.12416
PTC,4227273883.8845673,4377778947.913582,4136493406.0145073,5526871091.149075,7258870875.649075,9902261019.163582,8945480193.384567,14287206571.115433,14471157002.413582,14338569359.79815,20898668546.51976,21962951166.826538
PWR,4617377445.532043,4153592531.6149616,2962672843.6243877,5098720780.171982,5721979157.949261,4409649397.130156,5990132804.06192,10646999702.365395,16982074486.18023,21165270455.40657,32108544012.143616,47071541469.938995
QCOM,57237776607.51343,58529465263.3667,40600253437.04224,54847187793.73169,55969571640.01465,51722153572.08252,83150690734.86328,147245863677.97852,180012848510.7422,110559300910.9497,149336500259.3994,161747016723.6328
RCL,11169498111.722946,19763958830.870728,24651965171.95038,20436345113.855713,30290930890.761475,25403613239.81955,35550338876.38678,20085475174.08069,20679781472.780365,13292610169.827393,34822174934.15057,62325812467.3819
REG,5468999418.952839,7795309258.186745,8576766078.05439,8919585405.364357,9242073409.054787,8132770856.118729,9062322600.105652,6899894462.406174,11826940263.043076,10219097468.040794,11430250602.971802,13132913137.549194
REGN,28270631628.461975,42137871390.77106,55759617076.479004,37704791192.08618,38615849158.79956,38363178146.22168,38566549880.97247,49621508699.16058,64865103230.85986,74106153731.46814,90211500648.2013,73165316365.93689
RF,5884180840.974899,6391837972.265343,5949043255.963654,9126648475.575562,11220918484.020462,8911003503.705597,11882674339.780243,11690870986.35373,16296390958.389832,16675610673.64853,15726811265.131958,19973588051.871002
RJF,5816219143.676758,6463075222.396851,6626813928.604126,8038721530.914307,10449286823.272705,8813972623.062134,10823173519.515991,11764886830.13916,18763015081.02417,20323533200.83618,21567288102.722168,30373545870.97168
RL,5463361288.948425,5791868579.131348,3544817419.3834534,2934647836.4200287,3449170707.4254913,3511827647.233017,4076180418.609558,3642929470.75589,4249790939.0462036,3892495333.1601105,5442494173.544586,8863264537.596497
RMD,5861601538.646484,7129629149.68367,6966539055.637199,8220888451.601334,11431743783.932175,15590805391.889297,21491298386.265167,29728881331.83435,36688775887.55432,29545559284.004883,24657229705.077026,33086250866.312225
ROK,10456394179.925415,10048251256.920044,9491656281.99179,12762229522.458809,18999363147.620407,14859772180.51149,20483993309.0045,25845309680.73857,36497242078.80078,27454981580.735992,33668686904.421936,31570797331.737335
ROL,3673851876.4058275,4085202112.405472,4873659628.96538,6469870681.731657,9032589220.603592,10631145052.700066,9892277095.23872,17655175191.454857,15637249840.39119,16903696818.034126,20485967166.019684,22033719751.869186
ROP,13905428554.710236,15767180308.737335,19256131910.345154,18700763437.786102,26628019707.460785,27564159530.44525,36843341658.13324,45092268550.677185,51716050259.10675,45695071663.98071,57998633008.444214,55612299885.51636
ROST,10850972686.692627,13795017010.992744,15897619757.985306,19557668296.6304,24159426916.985672,25314482372.25551,35779204205.04222,37859263287.180786,35574664892.41116,36619680564.62613,44178124387.67001,48767900909.34277
RSG,8232429209.958006,10271100663.48819,11544251581.682285,15337770779.907612,18553028708.42805,20195723062.35466,25571232891.336906,28009301306.00747,41181334944.83226,38643356031.13447,50096422720.45232,61633864101.34636
RTX,72407970759.40594,74748460281.54205,63947994613.18141,74908809330.74266,89239884769.69844,76159676147.32886,109533862157.8909,85486921180.56653,105376734675.52174,126466744257.8861,108207083868.36172,152314411553.32483
RVTY,4477347483.979797,4779682617.477688,5889117978.359211,5764215536.028599,8118878458.274872,8752453142.31881,10853619846.418312,16084981122.083633,22578574312.792816,15775877895.121735,12326416495.315712,12618341073.648918
SBAC,8842811106.651306,10901936690.64331,10341877686.35559,10163723361.808777,16079276370.758057,15934584772.93396,23790121457.061768,28027311281.066895,38944727704.37622,28312941617.156982,26004711849.884033,21278282798.538208
SBUX,35216376611.51886,37415098597.335815,55453422227.47803,52054718885.80322,54845134628.67737,62927153212.73804,87522388854.21753,108692634738.92212,120807097841.64429,104889120604.70581,103646068133.54492,101076861682.89185
SCHW,40066204813.807846,46948506565.92154,51605821073.638596,62449542057.780685,81904201534.45488,66806292168.37795,77747084315.75394,88295368819.74747,141476280599.12872,141628172685.70007,119011367787.687,129919914725.503
SHW,13538011475.40438,19610173213.58631,19541319368.109947,20476930521.4766,31557883272.71038,30538953784.217216,45716021916.31654,58083084916.09529,84159696361.307,57259800510.80676,75998433375.92679,83522411524.4198
SJM,7792385926.970215,7781185254.92157,9727268041.246033,10313830493.622437,10263355435.432434,7946201652.648926,9129800378.19397,10454002903.780518,12654078286.14624,15192088224.3219,12488716776.512146,11288665003.60199
SLB,97984382759.09946,94427885502.56075,79021188237.91786,97612269578.28677,80657822885.44406,44636938158.184746,52550443886.94134,29526490764.7647,41217586971.12728,74666667320.88599,74087012823.31827,55957961377.90781
SMCI,1024402440.8860425,2082235261.8041887,1463176232.180783,1674504067.9171226,1249460542.6555095,823820160.6934198,1433924631.861566,1890010541.0373397,2623688118.1486793,4901133024.7026415,16969501781.911207,18195679860.568302
SNA,4358858770.3199005,5526302088.253067,7024769824.315567,7132232216.568863,7392016851.991791,6293221906.282494,7522657905.207855,7825807301.254944,10082212806.79486,10980750168.807083,14242499937.858093,17186972342.45883
SNPS,7535823606.924004,8074495042.053986,8471997088.901993,10933167006.151993,15833216489.718025,15647467816.718025,25856214714.740036,48153484174.568115,68448386000.5,59307695389.3779,95643844226.06232,90154973206.35217
SO,27059045401.65525,33889500195.77334,33858085541.534462,37216885011.72559,38115980900.81325,36685897967.87564,55635184641.79141,55984395970.05882,65129714685.59432,70497382375.37436,72057664537.81358,87707883268.56108
SPG,26689057977.974396,35002405668.21106,38579303746.975555,36457519539.266815,36815566265.57892,37755517068.10715,35209727208.664246,21604310270.735474,42283252833.43506,33019974074.29428,42676196867.506714,54165089972.71698
SPGI,20989668524.16992,24234633761.59668,27203047271.728516,30072963919.067383,47911363513.18359,48569538604.73633,78812201464.84375,95675152685.54688,138426746166.9922,99134546582.03125,131645682104.49219,149990937646.48438
SRE,20422714122.65705,25997003315.601334,22577038192.441544,24866985689.853264,27212191418.14982,28433651282.597866,40946700144.98251,35713321919.221924,38351627323.016075,46136753666.96608,46110292259.475586,55842796938.56623
STE,4113310056.9204254,5643944606.179569,6652052961.954643,6044026655.13483,7961510419.92144,9845052850.552414,14185601927.410202,17802641793.071106,23049897547.70816,17648530801.232346,21212227491.94252,20023730052.437653
STLD,2211202067.02295,2287830341.8878,2131843827.6098766,4337512570.407469,5349727772.718887,3797269270.8234196,4434374921.352196,4986834401.443947,8548397792.258976,13688995406.58059,16803392219.925064,16468282595.589844
STT,14964162906.306091,16265105668.613861,14007554252.845688,16782995701.209885,21455089246.371857,14166885853.243057,18324487221.027527,17452308184.223007,22868479813.114197,19723632154.57086,20421499833.525146,26584667929.790436
STX,7124621617.657562,8724129986.938087,5028177399.014259,5702358693.5527725,6652913461.193024,6459959093.849876,10474229082.446617,11536229847.191391,21630779408.836945,10509301343.519714,17773281155.629578,18494972361.113434
STZ,10486014101.469517,14626485836.628265,21382197289.8468,23235592460.613785,35014265583.171234,24956059943.935318,29908931503.300247,35116520714.62837,40776159666.04294,38155047680.50011,40380860793.61626,37510565494.35089
SW,8844313787.44234,8175481176.080815,9526451349.611876,8715223345.085335,13110605998.613302,10413339839.082865,15658615878.379108,20638779928.969654,24217669767.55291,17431799246.46047,19887394074.340004,27372709499.75797
SWK,9344220796.829315,11385196990.534882,12915641987.939209,14161282378.956299,21312273616.093567,15316446374.14801,21623024337.246338,23725863763.64331,25453501360.286987,10456026644.597565,14173402855.303253,12020713139.818573
SWKS,3392270755.5837193,8696194178.970657,9273796674.825985,9161158184.657734,11789262387.161484,8452603901.375156,15561522575.711342,19974766884.88008,20519432216.013,12322698920.278557,15593923766.389656,12652658153.862091
SYK,24997328088.498047,31848929506.583984,31853206797.446777,41628482403.29614,54465685558.11865,55791884973.77734,75502499061.82861,89219128973.41016,98341429154.71387,91045485489.24854,112714118458.40039,136769789001.04492
SYY,12658835156.35254,14354622987.679688,15182997594.055664,21067667011.39746,23694086846.003906,24993151634.72461,34900466551.50586,31271100746.396484,33863319090.404297,33752792177.507812,33177594091.58789,35637412497.62695
T,80048687383.83186,81964451116.93869,90418647495.15291,119346494612.95639,116408274454.9172,92222779929.61095,136933383362.63779,110026778743.02014,103534158809.41687,110231252449.33928,107220750163.39421,154505492509.69995
TAP,7866509899.2295265,10673625962.31985,13742553452.043533,14481501393.330574,12438707962.982178,8721630215.44838,8683511629.842281,7364043225.004673,7667186601.424694,8770808259.032726,10713936506.20222,10346942890.796185
TDG,4941612434.319275,6910776908.62677,8040575260.283569,9578638229.887207,11479218569.208496,14214633231.05957,26212868594.546143,28967558553.01465,29783438977.09619,30311518512.262695,50489177441.88965,66779582232.49414
TDY,4312917694.476608,4823744304.081871,4164552403.6169586,5774971401.0,8505171008.483917,9722141221.9693,16270395436.172516,18403848400.07895,20512417398.1886,18776169383.10965,20953756389.422516,21791361825.562866
TEL,13020142188.425743,15222427190.536858,15859073350.194557,17409492334.27146,24351759935.502045,19755710601.098648,25557039845.36087,32955432978.10652,44529548340.39972,32212481236.339005,40144644520.9725,41554347710.76288
TER,2540015706.931757,2879648135.2803555,3044544949.9221325,3784599294.7159996,6288450290.930531,4755712181.035879,10411626384.75547,18400230593.255264,25172899270.98494,13505743193.893082,16852213340.395767,19634607076.69645
TFC,30332580721.436493,32423084906.363525,32386712292.9181,41599470480.09415,45201610915.135895,40572758489.815186,54591347352.19705,48499082218.194214,61148533882.61405,46758740381.70529,42742698295.81483,52880519377.13135
TGT,20052548094.181824,24830708313.428802,24433837718.58658,25102936537.36145,23638054881.995697,24742088401.26175,49526923568.716736,69571457076.05774,92464288382.54395,60803982711.0614,59982978107.86499,58622757629.31946
TJX,30123216251.909733,32785151563.694477,34295361014.50205,36818601412.21523,38093180012.94136,45308932731.45676,62869143415.613174,70573254561.07617,79625464053.41148,84985430125.48447,101718884368.82973,132807891617.57469
TKO,1071521506.2897835,824562018.0058136,1226364763.5846176,1297899594.6140213,2202743132.1944847,5426464540.560562,4742303846.24073,3553159437.4675827,3680446674.367836,5149071152.325897,6382181275.409912,11117574778.575897
TMO,40299361600.51741,45563935233.58478,51827566907.02493,51767194263.44997,69899224296.5153,82627951458.84633,120264931646.64291,172844235711.26904,248099885363.89398,205215575955.8943,198329161853.23346,194912291514.90118
TMUS,36531339322.02134,29255478125.78238,42482336110.049515,62452947131.19106,68968645890.0615,69077247838.42415,85160158287.2103,146440295684.83795,125948418352.0822,152032914150.1213,174870325614.72052,244299624164.62866
TPL,675398726.2683296,798621017.4190903,887864604.6006012,2016783521.6498566,3048919521.5467834,3726056141.0835266,5419047762.976532,5245872929.177551,9088479378.28949,17385502938.416748,11753002558.0307,25305920981.793213
TPR,8046381639.028015,5571532196.519257,5051198195.249313,5597241836.860977,7303409139.4565735,5741000355.964188,4824272610.029526,5637772236.849472,7458222823.423645,7210856776.2569275,7222629383.145355,13203286212.050354
TRGP,10863144547.36789,13378311021.540802,3563707690.4206696,8225577720.064529,7642686336.302399,6123159203.079933,7591533131.062088,5125625435.448677,10258722126.153763,14742706022.72699,17840032640.970673,37486314118.49005
TRMB,8255857562.919289,6314422549.303146,5103404816.419289,7173316913.540356,9669107750.46457,7829978823.116142,9918924579.04528,15885981834.05513,20744329257.641724,12029284165.45472,12657395359.919289,16811496046.212585
TROW,11988138932.796478,12552449544.628143,11013743162.311554,11946892319.618225,17129872883.17871,15459826694.999695,20965016193.56537,26858748871.520996,36234238496.99402,20928392497.795105,21629982028.182983,23724330948.127747
TRV,15557398658.478477,18608458687.504005,20301029287.10589,22528244462.929,25537617950.210945,23074631726.965324,26998326626.145576,28431540394.20475,32401394267.531204,39666190181.09218,41225006460.9637,53080669143.87178
TSCO,6919692644.768171,7095584620.5650425,7763052349.097939,6962161926.70464,6984786644.612274,7916865357.694216,8988107981.446629,13691842115.009308,23490960843.36399,22557814817.264957,21982199502.744045,27572373883.521843
TSLA,33353534424.51662,49313029784.565796,53215326895.8244,47379620817.29349,69032918236.01085,73788840659.78032,92752660433.5589,782310251579.72,1171553092246.1228,409674406006.0195,826399532406.7275,1343098800221.7664
TSN,7363554299.528933,8895000383.333912,11953154689.9477,13969251669.694653,18633512780.99598,12517456824.895363,21768933740.01335,15816182825.89695,21901051822.78759,16010007553.14045,14337958318.047466,15838777283.327637
TT,8703935984.206482,9104406721.70105,8095568013.118469,11215664115.8656,13601550050.708878,14201106623.463654,21063442592.81305,30208190411.692627,42598155005.437256,36062978465.76428,53154452126.66608,81310396221.59839
TTWO,3209608466.912567,5179350787.837555,6437694535.075012,9107748798.450073,20285019951.399902,19021133417.200195,22622472458.150024,38395192260.69946,32838894248.600098,19241019268.64978,29740152446.499756,34014087732.900146
