Date,lambda_0,lambda_MKT,lambda_TENY,lambda_CREDIT
2017-02-28,0.02045855281179491,0.01680632972823334,-0.002607709923564239,0.0010938466130065907
2017-03-31,-0.03352092257795966,0.0346216952591832,-0.002108243883168117,0.00015449834328464315
2017-04-30,-0.01534428770389706,0.027869319512625834,-0.0027402528626330616,0.001293658720307846
2017-05-31,0.0063378224574913225,0.01305974766931242,-0.00333877138920637,0.0023526789180348196
2017-06-30,-0.002316114154211104,0.009268522512339113,0.0008475416629597116,-0.0013005467708660748
2017-07-31,-0.0012630836718321053,0.017293706125405248,-0.0005365843538485741,-5.247002625709019e-05
2017-08-31,-0.018416514114486224,0.018848189999773755,-0.0033913077117492733,0.0013049308619258058
2017-09-30,-0.0009566098910686294,0.024600464804995222,0.003162341473899908,-0.0011465834940558234
2017-10-31,-0.010745399551687618,0.03516520808124171,-0.0023797158217776448,0.0008111530018316128
2017-11-30,0.04967146142893295,-0.014813306673489277,0.00021873194643337693,0.0007087232582538202
2017-12-31,-0.011856134193336159,0.01935620147732569,0.0025775569378429235,-0.0013937719766401453
2018-01-31,-0.023931431431980166,0.07599089300420823,-0.0006545982225445468,0.0018065162151412993
2018-02-28,-0.05515837678947448,0.015948333632200242,-0.0010762295062175858,0.0012308578490448148
2018-03-31,0.011587004502906695,-0.021481069997225825,-0.0025497876523808225,-0.0004116612541184494
2018-04-30,0.019785339407057213,-0.0235044241646363,0.0021913871272470466,-0.0017380862081792117
2018-05-31,-0.05344745036888511,0.07440649557216199,-0.002615736059858235,0.00010887190629154167
2018-06-30,0.03948726466985908,-0.03212237426461258,-0.0014764295063101787,0.0011906952608433375
2018-07-31,0.021251376767297547,0.00951016180234202,0.0011443116187694665,-2.617781223217858e-05
2018-08-31,0.009800115336366778,0.02115060205364284,-0.002772021150241928,0.0025474694559510466
2018-09-30,0.008978151476332548,-0.009528063184883617,0.0007896015198864135,0.0007114399539854578
2018-10-31,0.04777951390257506,-0.12289741304918525,0.0003977086934566044,0.0003797170449734707
2018-11-30,0.02731393711497018,0.003279659804054978,-0.0020177681392702343,0.002358957690263068
2018-12-31,-0.03920843666594976,-0.053501849043029716,-0.0019050231083882054,0.0007397253874420046
2019-01-31,-0.014974680785447033,0.105321900095019,-0.0018212015895148264,-0.0012435783693586432
2019-02-28,0.021936602618229117,0.017300747395388425,-0.0010007098413139476,0.00021448835710469196
2019-03-31,0.017178293470818604,-0.008140400961033547,-0.003533156657461755,0.0008690708310525591
2019-04-30,-0.009167175385436193,0.045038272616092966,-9.991263327630877e-05,-0.0007184405371196237
2019-05-31,0.037385771262746184,-0.09941120248628067,-0.0033745928673055746,0.0013463212748283044
2019-06-30,-0.00253194911167533,0.07559736689732462,-0.0006108933036822782,-0.0006660469185905216
2019-07-31,0.005127091299568419,0.005231750608796061,-0.0008985683376915317,0.00019138377196171354
2019-08-31,0.028566825131255833,-0.04836449602888724,-0.006934214811301112,0.0028535729369438415
2019-09-30,0.014721515334322142,0.004758382826799625,0.0033634713457106015,-0.0019718134053379036
2019-10-31,-0.043381042596265754,0.057439160334294075,-0.0022214554227011603,0.0020078953096047767
2019-11-30,-0.020315436393043205,0.05887778036268976,-4.889358788477377e-06,0.0009653232134545376
2019-12-31,-0.0006884077644853537,0.02474630256990367,0.001232510678084447,-0.001381419075199568
2020-01-31,0.013847031789736048,-0.022750520199232776,-0.006393026303545159,0.0016326472514622463
2020-02-29,-0.06841113395902833,-0.014216902401790295,-0.0032032394575289393,0.0033011060993892727
2020-03-31,-0.022698995092417427,-0.11427113647187467,-0.006398263687013122,0.019250694294418443
2020-04-30,-0.007812626203096489,0.1292077119731888,0.000866650429776972,-0.009454937959618031
2020-05-31,0.0005344174930362552,0.05696925926224472,-0.003148748229167039,0.00018312045888069993
2020-06-30,-0.07141555771571596,0.07771420015007072,-0.0027149332445366783,-0.0017518702683737648
2020-07-31,0.028314398106917733,0.020927150923435982,-0.005590282238045658,0.002137356141553652
2020-08-31,-0.06776488495376577,0.11643037263218936,-0.0008958346415480755,3.041856758654576e-05
2020-09-30,-0.023334882664295887,-0.0019043621995173086,-0.003373460324418023,0.0013493165677921528
2020-10-31,-0.013766164607721268,0.004175657243432553,0.0005100543632667925,-0.001946242471398621
2020-11-30,-0.00242847504504489,0.13132464082544068,0.0063827050519915315,-0.008624335672711564
2020-12-31,-0.015779402861407266,0.05258240898665827,0.00043205338736195393,-0.0013091850156588681
2021-01-31,-0.025065286161540197,0.01198646227749561,0.0004274340749954342,-0.0013821507379727768
2021-02-28,-0.05514458692606788,0.10458912501697813,0.007203257464807048,-0.006938471011124535
2021-03-31,0.10767129943392627,-0.047712813657662945,0.0018906057816658146,0.0009020246521316031
2021-04-30,0.02279464812427298,0.02385402786006736,-0.0029820937371833485,-0.000126001963504634
2021-05-31,0.003918366998905825,0.012557428257243987,0.0024340242608095752,-0.001141647284962884
2021-06-30,-0.028634481388247337,0.03009012899656707,-0.0042342615031672895,0.0005793859175576335
2021-07-31,0.011067613853629928,0.0061948334802324105,-0.006056230172739697,0.002518090466264426
2021-08-31,-0.01014376712392857,0.03418724619624689,-0.0006937282482763164,-0.0002194344184024087
2021-09-30,-0.019168639484891597,-0.023327221391735136,0.005414250850608383,-0.0032704459124263227
2021-10-31,0.007304400933742957,0.05088680953956853,-0.0010877105371332365,-0.00022439947706114953
2021-11-30,-0.049570087062910335,0.028345350195509475,-0.003571556614703393,0.00217211186343713
2021-12-31,0.10865024613852584,-0.04351206488820184,0.0007310807023269681,0.0010618942332813821
2022-01-31,0.056666042770245416,-0.10381384713788717,0.010807665436557872,-0.004212253336469754
2022-02-28,0.008807624623885077,-0.021507746997085495,0.005007041737270195,-0.0004225378908753043
2022-03-31,0.09501985161975807,-0.06380290856032271,0.002978748930120183,-0.00040152202535470767
2022-04-30,0.04925839918191089,-0.11010646328612689,0.005542979263029012,0.0005594206335660647
2022-05-31,0.01892400411137298,-0.010375303017101536,0.003269859199322905,-0.0014789665691450056
2022-06-30,0.0281362323114756,-0.11461723109894198,-0.00096493676539079,0.00446708261357567
2022-07-31,-0.06147420585981438,0.14921796419641614,-0.004436443405135786,-5.7126306918009475e-05
2022-08-31,0.01809639743043239,-0.05155295155100442,0.005992652172448732,-0.0014912355736498852
2022-09-30,-0.027367312784696094,-0.06259600826403433,0.0037669089738064988,0.0009910473276988844
2022-10-31,0.07632349793258192,0.024277651719861314,0.009269430745346101,-0.001335679886265637
2022-11-30,0.004912439381802509,0.05832369292946077,-0.004114406168781014,-0.0008997038973441247
2022-12-31,0.0028760674793455046,-0.057928731791133524,0.0003603066163341655,0.00011560846697922773
2023-01-31,-0.11941607640198443,0.1817377468686396,-0.0063158322738881565,-0.0029820592833981604
2023-02-28,-0.048577696071529716,0.017532370374963066,0.0018498992854956706,0.0007034453852657125
2023-03-31,-0.01783129007856796,0.019831583439437517,-0.006452629786384119,0.003911720803333651
2023-04-30,0.058032614058798344,-0.05632917293666141,0.0003263295411777251,5.1032964395888186e-06
2023-05-31,-0.12309535294483866,0.0942990990655232,-0.0025077678704303985,0.0031536481764320623
2023-06-30,-0.02998245471627688,0.10168893551788502,-0.0001630148446784328,-0.0023233552107731243
2023-07-31,0.00040040832569487276,0.02690830891290729,0.0021109388151014353,-0.0023167206476283728
2023-08-31,-0.021342846627980087,-0.006743717293715485,0.001084924571014715,0.0012964179930202767
2023-09-30,-0.012805018955391816,-0.03964086543380239,0.004175949760358232,-0.0002114721037721937
2023-10-31,0.051573187659036984,-0.08848848813308424,0.003521285403605401,0.0010639899248617317
2023-11-30,-0.03363439277469299,0.11717798215322339,-0.007132304274600855,-0.0007976121014397299
2023-12-31,-0.046055083146190785,0.101045062056684,-0.004595391336695048,-0.001589621172102763
2024-01-31,0.012497862901791638,-0.013818057642969759,0.0023637279365978617,0.0022222966775440074
2024-02-29,-0.021881635542320504,0.0629132083479601,0.00086505061515656,0.0005896109327989121
2024-03-31,0.03748761760474796,-0.0015727167523740372,0.0024072666717879993,-0.0023134255668737077
2024-04-30,0.010871194569951005,-0.06514806448358829,0.0022215154341053015,-0.0010858130643720233
2024-05-31,0.005745305362535157,0.016244975170231303,-0.0015661158996186067,-6.0546878996181424e-05
2024-06-30,-0.03796069745516388,0.03246707598265933,-0.0012892185095282982,0.0007955713880256391
2024-07-31,0.0560875743139349,-0.019512407093160194,-0.0018613673031377194,-0.001352955676225227
2024-08-31,0.07741655573321729,-0.058110795807282456,-0.0010268446626054142,9.336762582087558e-05
2024-09-30,-0.0163454997068255,0.0320664559606566,-0.0020711976992887297,-3.6579788341242583e-05
2024-10-31,-0.017848240073578027,-0.004679905425475481,0.004070070266247921,-0.002646991212009413
2024-11-30,0.02061545854988368,0.03857583305179382,0.0024364566453740607,-0.0018907093614428953
2024-12-31,-0.06951011915573044,0.0017040355611238755,-0.0006028807653425295,0.0009478877095904131
