Date,lambda_0,lambda_MKT,lambda_SMB,lambda_HML,lambda_MOM
2019-06-30,0.01191630351549588,0.060261805409086704,0.0021070212424613957,-0.004811012090491448,-0.040953265990890636
2019-07-31,0.012710852362359307,0.002776729594875558,-0.006676669291406493,-0.009092019614886473,-0.0008342050205633985
2019-08-31,0.04313672056311909,-0.05646968263594594,-0.0011380979939363467,-0.05339856361103944,0.07883786217009167
2019-09-30,0.0032853018854793114,0.002768759430226191,0.016354842769289328,0.04383271061142829,-0.054344249062206126
2019-10-31,-0.006945320094095311,0.027081004539949414,-0.011205481722149907,-0.03176538975030343,-0.04059359049664413
2019-11-30,-0.027095664446117933,0.06523104519788316,0.0006927423061786139,-0.024285597915600664,0.0413291046440568
2019-12-31,0.007382538515576245,0.025900071808963074,-0.014417883613766612,0.00786791764293877,-0.03999494192186485
2020-01-31,0.023183530674499464,-0.01365055687979462,-0.015104778482836503,-0.06882073265776277,0.08982755633118088
2020-02-29,-0.046126946587093334,-0.025799391383717826,-0.014490249865499296,-0.05702829749975273,0.027008747688663223
2020-03-31,0.07153907487951873,-0.17810511613719804,-0.07419546194121907,-0.15167163442886378,0.12593237193352996
2020-04-30,-0.052681090892448,0.17945231887613017,0.014333241676526573,0.017141196787986233,-0.0023451967818293703
2020-05-31,-0.006160215577141371,0.06247419556918677,0.011499466330562317,-0.04670749280732534,0.053471606371559795
2020-06-30,-0.057332023352314014,0.06726563300493792,0.0033815332742634673,-0.02252529041501945,-0.03163002049981526
2020-07-31,0.02558552876168905,0.030347528042008548,-0.00023398695013726617,-0.06304790729110937,0.11472541878427722
2020-08-31,-0.053056694474425056,0.11535200792457323,-0.018552633733451892,-0.035825507316441955,0.0028239395079975842
2020-09-30,-0.01288466996485412,-0.02669338737181942,0.0255155234345579,-0.020869048935520194,-0.007370403822178455
2020-10-31,-0.03298573555099335,-0.0014940181517543796,0.04167105311996959,0.02213051111629758,-0.028149827979893845
2020-11-30,0.003356776775262514,0.1333967086214351,-0.011982481728026755,0.08239682314460085,-0.18760563060973912
2020-12-31,-0.016736145559477136,0.0602351338391046,-0.008322426932304661,-0.001361403198990003,-0.00217694113245182
2021-01-31,-0.019745452846015338,0.0028021075392969837,0.0071235664136087146,0.011131324838663912,-0.05196845818981892
2021-02-28,-0.07716978120291305,0.10765562075854136,0.024521160089110094,0.09674700073353702,-0.13343163638404754
2021-03-31,0.09244138405026492,-0.04507715666771117,0.013438667783475161,0.02289284960269173,0.015262363821320986
2021-04-30,0.014643106423622492,0.029677749097471416,0.010602543051086813,-0.01894378476297267,0.05487432065496459
2021-05-31,-0.006090127980370951,0.017521922872610878,0.002950452331197832,0.035974466823168315,-0.012229493377913549
2021-06-30,-0.011261892009697797,0.03549354882427025,-0.024082082078297082,-0.06436296350451971,0.03690026940031826
2021-07-31,0.028033873497750324,-0.00882341757488182,0.005998762063079067,-0.06414321880134524,0.04781939740907437
2021-08-31,-0.0223049877588018,0.0451266745894303,0.00585334881197001,-0.016314521032556747,0.041531719800480184
2021-09-30,-0.05516394939343191,0.01617133835876482,-0.007302502476685749,0.046119484157166,0.008282448375322509
2021-10-31,-0.0175187592478134,0.08362786440379166,-0.004827478550183278,-0.03445762846093471,0.10456705926203888
2021-11-30,-0.0013614137391516784,-0.010131541379972745,-0.013899931383741,-0.04407150062538332,-0.0629141549589141
2021-12-31,0.10759652967490926,-0.05382344427356635,0.012457347260473215,0.016801880043977965,-0.012491620620908197
2022-01-31,0.024049508058711845,-0.07086438530818853,-0.0169533619583885,0.126195268915616,-0.07746148229371616
2022-02-28,-0.006351169975015836,-0.016073784755141818,0.003919028524674111,0.05062023343631339,-0.026357911903126547
2022-03-31,0.06238863877956954,-0.025358640873784345,-0.008593283183156813,0.0024352769772328564,0.06070108642496227
2022-04-30,0.02223274624694568,-0.10451025631703717,0.021470879404830726,0.05181514195068699,-0.021416212618596754
2022-05-31,0.01845161563809507,-0.0019085455658554606,-0.0193825330841527,0.04715711020343477,-0.030490605600383948
2022-06-30,0.015175812075195944,-0.09686273865955178,-0.009208967249184416,-0.041013867399885405,0.10976572578625925
2022-07-31,-0.038623903941754315,0.1282095686794393,0.0067419042143954215,-0.05790761426333417,-0.010447536602127487
2022-08-31,-0.029756385563542376,-0.005782516350120608,-0.0015290791061630478,0.03721044019168369,0.05151979476883601
2022-09-30,-0.061475019139655904,-0.03437615056171769,0.004873183822016698,0.002744419333479458,0.05585289941647791
2022-10-31,0.0005827084842092533,0.08928470968988259,0.002192639122606886,0.07203324654209894,0.11910959006620833
2022-11-30,0.038322944119210965,0.03007336673516881,-0.0005001507547024059,-0.02193453095106328,-0.06023285934410195
2022-12-31,-0.01643019895457066,-0.048535480205522376,0.01490171247829128,0.016091632134621153,0.03407986847298191
2023-01-31,-0.04890489041357537,0.11486796669834054,0.00589118989890364,-0.025598636830500305,-0.1738418480971383
2023-02-28,-0.04553679105779377,0.01675286348719719,-0.005997275163225458,-0.01630584860908154,-0.020798917882280558
2023-03-31,0.051989269752608355,-0.013502316556056075,-0.050858838264856904,-0.09336491426371726,-0.026137928048293377
2023-04-30,0.04216388763950011,-0.03677588394515936,-0.004919142674629919,0.006691058302714969,0.04823090187110365
2023-05-31,-0.08486671055902757,0.09830413999424929,-0.06321251086366167,-0.08846846216869624,0.04341655079318903
2023-06-30,-0.04304224000581569,0.09401811125168133,0.03665154038871659,0.007291623222178965,-0.023270175327639166
2023-07-31,-0.006521992771571035,0.03792833349835923,-0.007319891364346338,0.030111255623212603,-0.020284274695418335
2023-08-31,-0.016376394840950964,0.0012905427094352464,-0.02317719856142651,-0.015917160289286462,0.015414387683585584
2023-09-30,-0.03209165911296612,-0.012801252768888424,-0.017769651038271096,0.022232130854765362,0.024215078627588267
2023-10-31,0.03548205339031774,-0.05682302504600893,-0.030279416879920956,0.009577977082038523,0.04927657849374725
2023-11-30,-0.020168074172296897,0.10796282781418319,0.008264625422775278,-0.04787117760916489,0.046646858037743814
2023-12-31,-0.031088121734779563,0.06568504108742672,0.040613029857564376,-0.010583214323537588,-0.05063925610136709
2024-01-31,0.01432616050547711,0.008403038886042442,-0.0440305216299836,-0.01825452639025766,0.05052847919873666
2024-02-29,-0.031764508194785504,0.06911587598031636,0.006439210048088746,-0.028102798303259787,0.023264767453033835
2024-03-31,0.01836781452258522,0.009762417399119106,0.010598681575387046,0.041854976713474844,-0.011710682686528346
2024-04-30,0.007220135307504469,-0.056768360893728,-0.008220395534251402,0.018447359400000606,-0.03368458600709383
2024-05-31,0.02669764654753433,0.01130040160749909,-0.023838301680235752,-0.0055198210289685735,-0.011195820871620963
2024-06-30,-0.02414483304529582,0.04463263359586768,-0.03728303589445944,-0.03789339555978428,0.03570804476271751
2024-07-31,0.04118595759668418,-0.03207649449349407,0.0456053215790953,0.03343502063218165,-0.003375984021181144
2024-08-31,0.061582292117255195,-0.04184787436207085,0.003686785485452858,-0.006484194463658441,0.05298776183304728
2024-09-30,-0.0006362391308998612,0.009498998660804513,0.01369192625174694,-0.012799058316321055,-0.04093512256432469
2024-10-31,-0.05087756263383976,0.03459421555905167,-0.00983054108679007,0.02991292155510623,0.031209734880188196
2024-11-30,-0.007341328068244217,0.06431389514238738,0.004975896555589326,0.01068852109057608,0.031129646717491504
2024-12-31,-0.05410546653087968,0.0075768006071233835,-0.029449677932019358,-0.04535729066428683,0.0018078571556952568
